#1
double Table(35041,2)
0.0	0.0
900.0	4624.55
1800.0	8529.25
2700.0	11838.23
3600.0	14653.72
4500.0	17052.48
5400.0	19097.22
6300.0	20845.06
7200.0	22345.18
8100.0	23635.5
9000.0	24750.11
9900.0	25715.2
10800.0	26547.44
11700.0	27252.35
12600.0	27829.25
13500.0	28289.56
14400.0	28630.25
15300.0	28818.18
16200.0	28820.6
17100.0	28637.6
18000.0	28309.5
18900.0	27947.81
19800.0	27660.9
20700.0	27489.3
21600.0	27425.71
22500.0	27394.21
23400.0	27349.15
24300.0	27289.08
25200.0	27181.74
26100.0	26868.66
27000.0	26255.57
27900.0	25389.89
28800.0	24296.8
29700.0	23221.51
30600.0	22353.89
31500.0	21662.45
32400.0	21101.41
33300.0	20554.39
34200.0	19939.15
35100.0	19242.85
36000.0	18466.79
36900.0	17594.3
37800.0	16618.93
38700.0	15547.36
39600.0	14421.67
40500.0	13346.4
41400.0	12406.6
42300.0	11618.3
43200.0	10881.57
44100.0	9893.15
45000.0	8614.24
45900.0	7324.37
46800.0	5843.96
47700.0	4547.8
48600.0	3714.36
49500.0	3369.29
50400.0	3465.21
51300.0	3785.71
52200.0	4223.53
53100.0	4746.47
54000.0	5339.78
54900.0	5957.87
55800.0	6574.92
56700.0	7179.21
57600.0	7747.33
58500.0	8313.42
59400.0	8925.4
60300.0	9477.96
61200.0	9988.88
62100.0	10574.94
63000.0	11343.03
63900.0	12126.29
64800.0	12931.55
65700.0	13730.82
66600.0	14523.01
67500.0	15303.95
68400.0	16073.4
69300.0	16834.2
70200.0	17590.27
71100.0	18341.35
72000.0	19088.34
72900.0	19832.54
73800.0	20574.91
74700.0	21314.59
75600.0	22051.49
76500.0	22757.88
77400.0	23438.7
78300.0	24094.64
79200.0	24726.24
80100.0	25339.48
81000.0	25941.53
81900.0	26535.19
82800.0	27120.64
83700.0	27710.72
84600.0	28303.08
85500.0	28899.13
86400.0	29498.66
87300.0	30078.85
88200.0	30625.74
89100.0	31145.8
90000.0	31642.13
90900.0	32124.71
91800.0	32593.8
92700.0	33049.38
93600.0	33489.1
94500.0	33905.14
95400.0	34289.91
96300.0	34646.55
97200.0	34970.69
98100.0	35252.5
99000.0	35490.15
99900.0	35676.91
100800.0	35775.78
101700.0	35772.74
102600.0	35651.56
103500.0	35420.85
104400.0	35101.68
105300.0	34800.27
106200.0	34559.06
107100.0	34399.79
108000.0	34308.43
108900.0	34307.51
109800.0	34299.79
110700.0	34273.28
111600.0	34237.63
112500.0	34006.13
113400.0	33587.0
114300.0	32984.78
115200.0	32237.3
116100.0	31474.13
117000.0	30809.38
117900.0	30226.82
118800.0	29711.23
119700.0	29234.86
120600.0	28790.37
121500.0	28372.1
122400.0	27996.66
123300.0	27693.7
124200.0	27474.42
125100.0	27341.21
126000.0	27279.76
126900.0	27268.72
127800.0	27287.94
128700.0	27319.03
129600.0	27336.97
130500.0	27322.5
131400.0	27267.84
132300.0	27166.96
133200.0	27051.67
134100.0	27066.47
135000.0	27182.51
135900.0	27384.91
136800.0	27644.65
137700.0	27890.98
138600.0	28138.72
139500.0	28377.31
140400.0	28575.21
141300.0	28739.43
142200.0	28863.47
143100.0	28956.68
144000.0	29040.99
144900.0	29120.44
145800.0	29201.89
146700.0	29293.34
147600.0	29393.15
148500.0	29614.3
149400.0	29919.83
150300.0	30297.94
151200.0	30734.25
152100.0	31201.91
153000.0	31700.43
153900.0	32193.56
154800.0	32692.38
155700.0	33202.66
156600.0	33721.19
157500.0	34247.58
158400.0	34782.99
159300.0	35332.23
160200.0	35897.26
161100.0	36473.12
162000.0	37059.47
162900.0	37613.62
163800.0	38143.36
164700.0	38649.38
165600.0	39131.89
166500.0	39611.12
167400.0	40088.13
168300.0	40561.16
169200.0	41030.06
170100.0	41444.39
171000.0	41813.34
171900.0	42140.41
172800.0	42425.57
173700.0	42680.26
174600.0	42897.21
175500.0	43083.83
176400.0	43240.61
177300.0	43364.81
178200.0	43456.91
179100.0	43526.27
180000.0	43572.09
180900.0	43602.78
181800.0	43618.52
182700.0	43609.53
183600.0	43576.23
184500.0	43494.78
185400.0	43374.09
186300.0	43191.09
187200.0	42937.38
188100.0	42578.22
189000.0	42131.54
189900.0	41620.96
190800.0	41112.26
191700.0	40604.19
192600.0	40110.63
193500.0	39673.7
194400.0	39286.08
195300.0	38995.89
196200.0	38730.57
197100.0	38459.86
198000.0	38181.25
198900.0	37448.67
199800.0	36245.33
200700.0	34521.9
201600.0	32353.17
202500.0	29971.16
203400.0	27591.99
204300.0	25214.99
205200.0	22840.14
206100.0	20505.6
207000.0	18204.41
207900.0	15950.54
208800.0	13776.38
209700.0	11903.9
210600.0	10728.92
211500.0	9792.8
212400.0	9002.82
213300.0	8325.84
214200.0	7734.27
215100.0	7235.61
216000.0	6832.05
216900.0	6551.09
217800.0	6431.07
218700.0	6463.74
219600.0	6661.26
220500.0	7014.03
221400.0	7450.62
222300.0	7988.81
223200.0	8632.4
224100.0	9361.43
225000.0	10085.49
225900.0	10817.77
226800.0	11538.26
